Gene,DifferentiatingProgenitors_44hpf,DorsalProgenitors_24hpf,Epidermis,FloorPlate,GlialCells,HeadMesenchymeAndEpidermis,HindbrainNeurons,ImmatureNeurons,Mesendoderm_16hpf_24hpf,NeuralCrest_16hpf,NeuralCrest_24hpf_44hpf,OticAndCranialGanglia,OticVesicle,PharyngealArches,Progenitors_16hpf,Vasculature,VMP_24hpf
hoxb5a,0.03652968,0.003257329,0.009345794,0.016393443,0.023529412,0.002941176,0.044189853,0.060191518,0.008988764,0.006880734,0.024896266,0.038461538,0.016666667,0.051020408,0.004558405,0,0.005934718
hoxb4a,0.007990868,0.003257329,0,0,0.002941176,0,0.001636661,0.001367989,0.004494382,0.002293578,0,0,0,0.003401361,0.003418803,0,0
CR751227.1,0.011415525,0.003257329,0,0,0.005882353,0,0.006546645,0.008207934,0.002247191,0.004587156,0,0,0,0.003401361,0.000569801,0,0.005934718
hoxb2a,0.26369863,0.342019544,0.065420561,0.131147541,0.225490196,0.035294118,0.230769231,0.254445964,0.217977528,0.30733945,0.238589212,0.076923077,0.05,0.170068027,0.230769231,0.035714286,0.324925816
hoxb1a,0.026255708,0.039087948,0.046728972,0.081967213,0.026470588,0.002941176,0.009819967,0.013679891,0.074157303,0.02293578,0.014522822,0.006410256,0.004166667,0.153061224,0.076353276,0.035714286,0.041543027
BX936342.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BX936342.2,0.001141553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cbx1a,0.342465753,0.734527687,0.429906542,0.475409836,0.360784314,0.6,0.374795417,0.343365253,0.885393258,0.894495413,0.639004149,0.525641026,0.725,0.816326531,0.925925926,0.535714286,0.704747774
nfe2l1a,0.002283105,0.009771987,0.028037383,0,0.002941176,0.002941176,0,0,0.024719101,0.013761468,0.002074689,0.012820513,0.05,0.010204082,0.014245014,0,0.011869436
copz2,0.026255708,0.004885993,0.504672897,0.491803279,0.02745098,0.238235294,0.039279869,0.031463748,0.114606742,0.066513761,0.029045643,0.038461538,0.4125,0.081632653,0.054700855,0.178571429,0.008902077
si:ch211-246i5.5,0.019406393,0.035830619,0,0.016393443,0.002941176,0.002941176,0.008183306,0.008207934,0.015730337,0.029816514,0.008298755,0.025641026,0.025,0.037414966,0.015384615,0,0.026706231
CR790362.1,0,0.001628664,0,0,0,0,0,0,0,0.002293578,0,0,0,0,0.001139601,0,0.00148368
CR812472.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prr15la,0.006849315,0.016286645,0.018691589,0.032786885,0.005882353,0.005882353,0,0.006839945,0,0.01146789,0.004149378,0.012820513,0.058333333,0.013605442,0.008547009,0,0.011869436
atf4b,0.666666667,0.801302932,0.682242991,0.721311475,0.699019608,0.685294118,0.684124386,0.581395349,0.838202247,0.841743119,0.676348548,0.849358974,0.858333333,0.782312925,0.844444444,0.714285714,0.807121662
si:dkey-110g7.8,0,0,0,0,0,0,0,0,0,0.002293578,0,0.003205128,0,0,0.001709402,0.035714286,0.00148368
