Gene,Amacrine,Bipolar,Cone,Cornea,Horizontal,Muller Glia,RGC,Rod,RPE,Microglia
znf131,0.048984853,0.02792696,0.042392376,0.065595716,0.04730832,0.040329218,0.06175772,0.025056948,0.056886228,0.041176471
selenop,0.027715114,0.014701933,0.125205389,0.58768407,0.019575856,0.838683128,0.057007126,0.013667426,0.296407186,0.658823529
AL935153.1,0.000322269,0.000134264,0,0,0.00040783,0,0.000791766,0,0.002994012,0
ghra,0.003222688,0.001812567,0.0213605,0.11914324,0.001631321,0.317695473,0.009501188,0.002277904,0.023952096,0.005882353
fbxo4,0.001611344,0.000469925,0.002300361,0.014725569,0.001223491,0.01563786,0.001583531,0,0.005988024,0.017647059
C8H5orf51,0.229455366,0.14688507,0.292145909,0.271753681,0.245921697,0.185185185,0.32304038,0.107061503,0.254491018,0.188235294
oxct1a,0.087334837,0.029068206,0.162339796,0.037483266,0.02406199,0.04691358,0.154394299,0.013667426,0.03742515,0.058823529
plcxd3,0.06832098,0.012822234,0.005257969,0.004016064,0.005709625,0.01399177,0.050673001,0.004555809,0.008982036,0
c7a,0.008701257,0.001544039,0.000657246,0.078982597,0.000815661,0.002469136,0.003167063,0,0.004491018,0
rgs7bpa,0.007734451,0.000671321,0.000657246,0,0.000815661,0.001646091,0.029295329,0.002277904,0,0
RNF180,0.000322269,0.000335661,0,0,0,0,0,0,0,0
htr1aa,0.091524331,0.003356606,0.003286231,0.009370817,0.006117455,0.01399177,0.035629454,0,0.002994012,0
ipo11,0.031904608,0.019199785,0.028261584,0.06291834,0.025285481,0.036213992,0.044338876,0.027334852,0.065868263,0.052941176
lipg,0.012890751,0.010674006,0.022674992,0.020080321,0.006933116,0.152263374,0.016627078,0.009111617,0.458083832,0.064705882
mthfd2l,0.002255881,0.001476907,0.002300361,0,0.001223491,0.001646091,0.004750594,0.002277904,0,0
epgn,0.000322269,0.001141246,0.001314492,0.004016064,0.002039152,0.000823045,0.000791766,0,0.004491018,0
BX545917.5,0.000322269,0.000134264,0,0,0,0,0,0,0,0
BX545917.6,0.000322269,6.71E-05,0.000657246,0,0.000815661,0,0.002375297,0,0.001497006,0.005882353
BX545917.4,0,0,0,0,0,0,0.000791766,0,0,0
BX545917.3,0.000322269,6.71E-05,0,0.001338688,0,0,0,0,0,0
BX545917.1,0.000322269,6.71E-05,0,0,0,0,0.001583531,0,0,0
si:dkey-164f24.2,0.382533033,0.071495704,0.127505751,0.46184739,0.348287113,0.538271605,0.421219319,0.093394077,0.088323353,0.052941176
RFESD,0.003544956,0.002148228,0.004929346,0.001338688,0.002039152,0.004115226,0.005542359,0,0.002994012,0.011764706
ncs1b,0.010957138,0.000469925,0.000657246,0.005354752,0,0.002469136,0.011876485,0,0.001497006,0
hmcn2,0,6.71E-05,0.000328623,0.005354752,0,0,0,0,0,0
hmcn2.1,0.000644538,0.000268528,0.000328623,0.036144578,0.00040783,0,0.000791766,0.002277904,0.004491018,0
zgc:194839,0.00257815,0.000134264,0,0,0.000815661,0,0.000791766,0,0,0
si:dkey-56i24.1,0.004189494,0.001006982,0.000985869,0.002677376,0.001223491,0.001646091,0.009501188,0,0.001497006,0.129411765
ralgps1,0.082823074,0.025107411,0.006243838,0.005354752,0.021615008,0.02962963,0.134600158,0.01594533,0.017964072,0.076470588
angptl2b,0.008056719,0.003893663,0.001314492,0.037483266,0,0.013168724,0.009501188,0.004555809,0.008982036,0
si:dkey-191c17.2,0.000322269,0,0,0,0,0,0,0,0,0
zbtb34,0.009668063,0.00349087,0.007229708,0.014725569,0.004486134,0.01399177,0.007917656,0.002277904,0.004491018,0.023529412
lmx1bb,0.000322269,0.000268528,0.001314492,0.262382865,0.00040783,0.001646091,0.002375297,0,0.002994012,0.005882353
CR376762.1,0,0,0.000985869,0.001338688,0,0,0,0,0,0
mvb12bb,0,0.000402793,0,0,0,0,0,0,0,0
CR407561.2,0.000322269,0.000335661,0,0,0,0,0,0,0,0
CR407561.1,0.001289075,0.000335661,0.000328623,0,0.000815661,0.000823045,0,0,0,0
pbx3b,0.242023848,0.027725564,0.027932961,0.152610442,0.057504078,0.079012346,0.376880443,0.050113895,0.03742515,0.023529412
BX511073.1,0,0,0,0,0,0,0,0,0,0
gapvd1,0.047695778,0.031954887,0.031876438,0.040160643,0.026916803,0.086419753,0.079176564,0.01594533,0.058383234,0.105882353
BX005399.9,0,0,0,0,0,0,0,0,0,0
BX005399.13,0.001933613,0.000134264,0.000657246,0,0.001223491,0.000823045,0.000791766,0,0,0.005882353
BX005399.1,0,0,0,0.001338688,0,0,0,0,0.002994012,0
BX005399.4,0.000322269,0,0,0,0,0,0,0,0,0
BX247865.2,0,0,0,0,0.00040783,0,0,0,0,0
BX247865.3,0.001611344,0.000402793,0,0,0.00040783,0.000823045,0,0,0,0
CABZ01052743.1,0,0.000134264,0,0,0,0,0,0,0,0
hpdb,0.004189494,0.001476907,0.000985869,0.491298527,0.003262643,0.004115226,0.001583531,0,0.002994012,0
setd1bb,0,0,0,0,0,0,0,0,0,0
CABZ01049825.1,0.000322269,6.71E-05,0,0,0,0,0.000791766,0,0,0
BX005361.6,0.000322269,0.000134264,0,0,0,0,0,0,0,0
BX005361.2,0.002255881,0.000537057,0.001643115,0,0,0.000823045,0,0,0,0
BX897670.1,0.00257815,0.000402793,0.000657246,0,0.001223491,0.002469136,0.003167063,0.002277904,0,0
si:dkeyp-14d3.1,0.032549146,0.062634264,0.015773907,0.029451138,0.015089723,0.021399177,0.045130641,0.004555809,0.017964072,0
BX322651.1,0,6.71E-05,0,0,0,0,0,0,0,0
BX322622.1,0,0.000201396,0,0,0,0,0,0,0,0
slc15a4,0.017724782,0.009062836,0.023989484,0.021419009,0.027732463,0.024691358,0.022169438,0.002277904,0.300898204,0.176470588
glt1d1,0.00257815,0.000469925,0.002628985,0.004016064,0,0.001646091,0.005542359,0,0,0
TMEM132D,0.027070577,0.115937164,0.043706868,0.029451138,0.164763458,0.040329218,0.03087886,0.041002278,0.076347305,0.029411765
CT583723.2,0,0.000134264,0,0,0,0,0,0,0,0
mhc2b,0.003544956,0.001476907,0.002300361,0.001338688,0.002039152,0.000823045,0.004750594,0.002277904,0.013473054,0
zgc:103700,0,0,0,0,0,0,0,0,0,0
FO744840.1,0.000644538,0.000268528,0.000657246,0,0,0,0,0,0,0
mhc2bl,0,0,0,0,0,0,0,0,0.002994012,0.005882353
si:busm1-194e12.8,0,0.000268528,0.000328623,0,0,0,0.000791766,0,0,0
mhc2dab,0,0,0,0,0,0,0,0,0,0.052941176
mhc2a,0,0.000469925,0.000328623,0.004016064,0.000815661,0,0.001583531,0,0,0.023529412
slc7a4,0.04737351,0.043300215,0.0128163,0.00669344,0.028140294,0.016460905,0.071258907,0.027334852,0.01497006,0.011764706
CU694380.2,0,0,0.000328623,0,0,0,0,0,0,0
CU694380.1,0.000322269,0,0.000657246,0,0,0,0.001583531,0,0.002994012,0
ccdc157,0.000966806,0.00221536,0.003614854,0.001338688,0.00040783,0,0.001583531,0.027334852,0.004491018,0
sf3a1,0.119239446,0.085794844,0.142293789,0.105756359,0.114192496,0.128395062,0.184481394,0.059225513,0.208083832,0.205882353
pold2,0.006123107,0.004699248,0.007229708,0.012048193,0.002854812,0.003292181,0.013460016,0.004555809,0.004491018,0.011764706
pqbp1,0.035127296,0.00792159,0.025303976,0.018741633,0.013050571,0.032098765,0.048297704,0.018223235,0.047904192,0.041176471
gpkow,0.084756687,0.034371643,0.118304305,0.041499331,0.031402936,0.053497942,0.133808393,0.025056948,0.118263473,0.123529412
magixb,0.035127296,0.046925349,0.011501807,0.008032129,0.075448613,0.011522634,0.019794141,0.01594533,0.04491018,0.011764706
iqsec2b,0.017724782,0.003893663,0.003943477,0.014725569,0.002854812,0.005761317,0.021377672,0.002277904,0.393712575,0.141176471
CR450740.1,0,0.000134264,0,0,0,0,0,0,0,0
kdm5c,0.300032227,0.154068206,0.343082484,0.255689424,0.197389886,0.254320988,0.449722882,0.209567198,0.263473054,0.252941176
renbp,0.002900419,0.000671321,0.004600723,0.016064257,0.005709625,0.003292181,0.003167063,0,0.02994012,0.123529412
si:ch211-218o21.4,0.002255881,0.000201396,0.001643115,0,0.001223491,0,0.001583531,0,0.004491018,0.005882353
zgc:162200,0.051240735,0.014433405,0.113703582,0.013386881,0.016721044,0.02962963,0.04354711,0.006833713,0.21257485,0.041176471
csf1b,0.000322269,0.000201396,0.000328623,0.030789826,0,0.000823045,0,0,0,0
rbm39b,0.19690622,0.12627551,0.243509694,0.133868809,0.196166395,0.186831276,0.288202692,0.125284738,0.169161677,0.182352941
rh50,0,0.001141246,0.000328623,0,0.000815661,0,0.000791766,0,0,0.011764706
slc12a5b,0.323557847,0.396348013,0.09102859,0.085676037,0.103588907,0.135802469,0.392715756,0.118451025,0.119760479,0.064705882
CR450833.1,0.001289075,0.001141246,0.000657246,0,0,0,0.000791766,0,0,0
