Gene,Crista.SCs,HCs,Macula.SCs,max,maxcol
tmcc3,0.139130435,0.313015873,0.18852459,0.313015873,HCs
lrtm2a,0,0.07047619,0,0.07047619,HCs
si:dkey-146m20.13,0,0,0,0,Crista.SCs
si:dkey-61p9.9,0,0.000634921,0,0.000634921,HCs
AL935186.3,0,0.013333333,0,0.013333333,HCs
si:dkey-61p9.11,0,0.000634921,0,0.000634921,HCs
si:dkey-7j22.1,0,0.003174603,0,0.003174603,HCs
si:dkey-7j22.2,0,0.001904762,0.008196721,0.008196721,Macula.SCs
CU855889.2,0,0.003809524,0.008196721,0.008196721,Macula.SCs
znf1115,0,0.006984127,0,0.006984127,HCs
si:dkey-7j22.4,0,0.001269841,0,0.001269841,HCs
BX897720.1,0,0.000634921,0,0.000634921,HCs
zgc:194209,0,0.003809524,0,0.003809524,HCs
si:dkey-16p6.1.6,0,0.002539683,0.016393443,0.016393443,Macula.SCs
si:dkeyp-77c4.5,0,0.002539683,0,0.002539683,HCs
znf1107,0,0.022222222,0.016393443,0.022222222,HCs
BX649307.1,0,0.004444444,0,0.004444444,HCs
pkp2,0.217391304,0.132063492,0.295081967,0.295081967,Macula.SCs
znf980,0,0,0,0,Crista.SCs
tnnt2e,0.017391304,0.007619048,0.016393443,0.017391304,Crista.SCs
znf1137.1,0,0.001269841,0,0.001269841,HCs
pdzrn4,0.026086957,0.204444444,0.024590164,0.204444444,HCs
BX901954.1,0,0.000634921,0,0.000634921,HCs
trhde.2,0.008695652,0.008253968,0.008196721,0.008695652,Crista.SCs
agbl5,0.017391304,0.031746032,0.008196721,0.031746032,HCs
ndufa12,0.095652174,0.28952381,0.06557377,0.28952381,HCs
si:dkey-269p2.1,0,0,0,0,Crista.SCs
ost4,0.043478261,0.117460317,0.057377049,0.117460317,HCs
si:ch211-276i6.1,0,0,0,0,Crista.SCs
si:ch211-227e10.2,0,0,0,0,Crista.SCs
cacna2d4a,0,0.001904762,0,0.001904762,HCs
si:ch211-227e10.1,0.017391304,0.003174603,0.016393443,0.017391304,Crista.SCs
yaf2,0.034782609,0.099047619,0.016393443,0.099047619,HCs
si:dkey-279j5.1,0,0.02031746,0,0.02031746,HCs
selenoo2,0.008695652,0,0,0.008695652,Crista.SCs
si:ch211-227e10.3,0,0.005079365,0,0.005079365,HCs
C4H12orf66,0.017391304,0.021587302,0.008196721,0.021587302,HCs
rassf3,0.060869565,0.043174603,0.049180328,0.060869565,Crista.SCs
zcrb1,0.008695652,0.012063492,0,0.012063492,HCs
FP236161.1,0,0,0,0,Crista.SCs
pphln1,0.043478261,0.078730159,0.073770492,0.078730159,HCs
si:dkeyp-100h4.8,0,0,0,0,Crista.SCs
si:dkey-51d8.1,0.008695652,0.003174603,0.008196721,0.008695652,Crista.SCs
tspan33a,0.139130435,0.074920635,0.06557377,0.139130435,Crista.SCs
nr2c1,0.026086957,0.01968254,0.008196721,0.026086957,Crista.SCs
yeats4,0.008695652,0.027301587,0.016393443,0.027301587,HCs
frs2a,0.017391304,0.001904762,0,0.017391304,Crista.SCs
kcnc2,0.008695652,0.033650794,0,0.033650794,HCs
gxylt1b,0,0.031111111,0,0.031111111,HCs
lmo3,0,0.026666667,0,0.026666667,HCs
trhde.2.1,0,0.035555556,0,0.035555556,HCs
tcp11l2,0.095652174,0.267301587,0.114754098,0.267301587,HCs
ikbip,0.008695652,0.013968254,0.008196721,0.013968254,HCs
creb3l2,0.182608696,0.086349206,0.303278689,0.303278689,Macula.SCs
dcp1b,0.017391304,0.021587302,0.024590164,0.024590164,Macula.SCs
si:dkey-207m2.4,0.008695652,0.003174603,0.008196721,0.008695652,Crista.SCs
naf1,0,0.052698413,0.016393443,0.052698413,HCs
si:dkey-238k10.3,0.034782609,0.023492063,0.016393443,0.034782609,Crista.SCs
ckap4,0.017391304,0.001269841,0.040983607,0.040983607,Macula.SCs
arfgap3,0.043478261,0.039365079,0.008196721,0.043478261,Crista.SCs
uhrf1bp1l,0.130434783,0.521904762,0.106557377,0.521904762,HCs
tmem214,0.026086957,0.034285714,0.032786885,0.034285714,HCs
BX649500.1,0,0.019047619,0.016393443,0.019047619,HCs
BX649476.1,0.017391304,0.017777778,0.008196721,0.017777778,HCs
cct2,0,0,0,0,Crista.SCs
terfa,0.017391304,0.008253968,0.032786885,0.032786885,Macula.SCs
cpm,0.008695652,0.028571429,0.032786885,0.032786885,Macula.SCs
golt1ba,0.017391304,0.025396825,0.016393443,0.025396825,HCs
gys2,0,0.003174603,0,0.003174603,HCs
si:dkey-51d8.3,0,0.001269841,0,0.001269841,HCs
CR847906.1,0,0.001269841,0.008196721,0.008196721,Macula.SCs
ssbp1,0.026086957,0.015873016,0,0.026086957,Crista.SCs
si:ch211-227e10.6.1,0,0.005714286,0,0.005714286,HCs
si:dkey-56m15.2,0,0.026031746,0.008196721,0.026031746,HCs
BX465862.4,0.147826087,0.106666667,0.18852459,0.18852459,Macula.SCs
si:dkeyp-4c4.2,0.008695652,0.005714286,0.008196721,0.008695652,Crista.SCs
si:dkey-56m15.6,0,0.001269841,0,0.001269841,HCs
si:dkey-56m15.5,0,0.004444444,0,0.004444444,HCs
ipo8,0.052173913,0.067301587,0.049180328,0.067301587,HCs
BX324164.3,0,0.004444444,0.008196721,0.008196721,Macula.SCs
si:dkey-56m15.3,0,0,0,0,Crista.SCs
STMP1,0.07826087,0.081269841,0.057377049,0.081269841,HCs
BX324164.4,0,0.002539683,0,0.002539683,HCs
si:dkey-56m15.9,0,0.001269841,0,0.001269841,HCs
si:dkey-14d8.20,0.017391304,0.06984127,0.032786885,0.06984127,HCs
si:dkey-238k10.2,0.017391304,0.033650794,0.090163934,0.090163934,Macula.SCs
BX649516.1,0,0.005079365,0,0.005079365,HCs
spx,0,0.002539683,0.008196721,0.008196721,Macula.SCs
si:dkey-56m15.7,0,0,0,0,Crista.SCs
BX649516.3,0,0.001269841,0,0.001269841,HCs
si:dkey-56m15.8,0,0,0,0,Crista.SCs
si:dkey-238k10.1,0,0.006984127,0,0.006984127,HCs
BX649516.5,0,0.001269841,0,0.001269841,HCs
si:dkey-14d8.22,0.008695652,0.000634921,0,0.008695652,Crista.SCs
si:dkey-61p9.9.1,0.07826087,0.053333333,0.081967213,0.081967213,Macula.SCs
pacsin2,0.017391304,0.010793651,0.032786885,0.032786885,Macula.SCs
si:dkey-176f19.4,0.008695652,0,0,0.008695652,Crista.SCs
ccdc136b,0.034782609,0.128888889,0.024590164,0.128888889,HCs
zgc:174653,0.017391304,0.007619048,0.008196721,0.017391304,Crista.SCs
si:dkey-176f19.1,0,0,0,0,Crista.SCs
si:dkey-176f19.7,0,0.000634921,0,0.000634921,HCs
znf1125,0,0,0,0,Crista.SCs
zgc:174180,0,0,0,0,Crista.SCs
cacna1c,0.008695652,0.032380952,0,0.032380952,HCs
znf1023,0,0,0,0,Crista.SCs
znf1089,0,0.001269841,0,0.001269841,HCs
ttll1,0,0.020952381,0.016393443,0.020952381,HCs
smo,0.113043478,0.003174603,0.106557377,0.113043478,Crista.SCs
usp6nl,0.12173913,0.198095238,0.18852459,0.198095238,HCs
si:ch211-258f14.2,0,0.078095238,0,0.078095238,HCs
mgst1.2,0.026086957,0.002539683,0.049180328,0.049180328,Macula.SCs
mgst1.1,0,0.001904762,0.024590164,0.024590164,Macula.SCs
si:ch73-278m9.1,0.008695652,0.020952381,0,0.020952381,HCs
plxnc1,0.026086957,0.006349206,0,0.026086957,Crista.SCs
mapre3b,0.052173913,0.097142857,0.024590164,0.097142857,HCs
fgd6,0.12173913,0.004444444,0.139344262,0.139344262,Macula.SCs
si:ch211-271g18.4,0,0.000634921,0,0.000634921,HCs
zgc:162331,0,0.001269841,0,0.001269841,HCs
znf1039,0,0.000634921,0,0.000634921,HCs
znf1109,0,0.001269841,0,0.001269841,HCs
si:dkey-61p9.9.2,0.008695652,0.001269841,0,0.008695652,Crista.SCs
znf1116,0.008695652,0.000634921,0,0.008695652,Crista.SCs
CT027586.1,0,0,0,0,Crista.SCs
si:dkey-157e10.6,0,0.001904762,0,0.001904762,HCs
si:dkey-157e10.8,0,0,0,0,Crista.SCs
BX546503.1,0,0,0,0,Crista.SCs
si:dkey-191j3.2,0.017391304,0.012063492,0.008196721,0.017391304,Crista.SCs
cmah,0,0.001269841,0,0.001269841,HCs
znf998,0,0,0,0,Crista.SCs
si:dkey-190j3.2,0,0,0.008196721,0.008196721,Macula.SCs
celf2,0.156521739,0.040634921,0.057377049,0.156521739,Crista.SCs
mkln1,0.069565217,0.107936508,0.06557377,0.107936508,HCs
cax1,0,0,0,0,Crista.SCs
tmtc1,0.07826087,0.164444444,0.090163934,0.164444444,HCs
si:dkey-238o14.1,0,0.001904762,0,0.001904762,HCs
cradd,0,0.014603175,0,0.014603175,HCs
si:dkey-51d8.6,0,0.008888889,0,0.008888889,HCs
si:dkey-151g22.1,0,0.006349206,0.008196721,0.008196721,Macula.SCs
dera,0,0.016507937,0.008196721,0.016507937,HCs
si:dkey-14d8.6,0,0,0,0,Crista.SCs
glipr1a,0,0.000634921,0.008196721,0.008196721,Macula.SCs
dpysl5b,0.034782609,0.019047619,0.008196721,0.034782609,Crista.SCs
klhdc10,0.034782609,0.02031746,0,0.034782609,Crista.SCs
si:dkey-14d8.7,0,0,0,0,Crista.SCs
znf1046,0,0.000634921,0.008196721,0.008196721,Macula.SCs
mapk11,0.008695652,0.003809524,0,0.008695652,Crista.SCs
si:dkeyp-87d1.1,0.008695652,0.001904762,0.008196721,0.008695652,Crista.SCs
coa6,0,0.060952381,0,0.060952381,HCs
mapk12b,0,0,0,0,Crista.SCs
ptprz1b,0.608695652,0.071746032,0.663934426,0.663934426,Macula.SCs
znf569l,0,0.003174603,0,0.003174603,HCs
BX649516.2,0,0.003809524,0,0.003809524,HCs
si:dkey-51d8.9,0.034782609,0.047619048,0.024590164,0.047619048,HCs
BX649516.4,0,0.006984127,0.008196721,0.008196721,Macula.SCs
slc13a4,0,0.001269841,0,0.001269841,HCs
krr1,0.008695652,0.011428571,0.008196721,0.011428571,HCs
znf1029,0,0.011428571,0,0.011428571,HCs
ldhba,0.086956522,0.212698413,0.06557377,0.212698413,HCs
znf1115.1,0,0.013333333,0.016393443,0.016393443,Macula.SCs
znf1021,0,0,0,0,Crista.SCs
socs2,0.017391304,0.065396825,0.008196721,0.065396825,HCs
znf1138,0,0.000634921,0,0.000634921,HCs
BX649398.2,0.008695652,0.023492063,0,0.023492063,HCs
si:ch211-162i8.2,0,0.001269841,0,0.001269841,HCs
napepld,0,0.002539683,0.008196721,0.008196721,Macula.SCs
sco2,0.008695652,0.008253968,0,0.008695652,Crista.SCs
znf1078,0,0.005079365,0.016393443,0.016393443,Macula.SCs
ncaph2,0,0.004444444,0.008196721,0.008196721,Macula.SCs
CR762475.4,0,0,0,0,Crista.SCs
kcnd2,0,0.14031746,0,0.14031746,HCs
helb,0,0.024761905,0.024590164,0.024761905,HCs
BX571796.1,0,0,0,0,Crista.SCs
zc3hc1,0.008695652,0.006349206,0.008196721,0.008695652,Crista.SCs
znf1074,0,0.000634921,0,0.000634921,HCs
si:ch211-152c2.3,0.260869565,0.368253968,0.262295082,0.368253968,HCs
si:dkey-247i3.6.1,0,0.001269841,0,0.001269841,HCs
sobpb,0.086956522,0.068571429,0.06557377,0.086956522,Crista.SCs
vezt,0.008695652,0.045079365,0.024590164,0.045079365,HCs
si:ch211-162i8.5,0,0,0,0,Crista.SCs
slc25a3a,0.008695652,0.001269841,0,0.008695652,Crista.SCs
si:dkey-16p6.1.7,0,0.000634921,0,0.000634921,HCs
si:dkey-202b22.5,0,0.002539683,0.008196721,0.008196721,Macula.SCs
ints13,0.052173913,0.02984127,0.024590164,0.052173913,Crista.SCs
si:ch73-89b15.3,0,0.017142857,0,0.017142857,HCs
si:ch211-162i8.4.1,0,0.000634921,0.008196721,0.008196721,Macula.SCs
zgc:55888,0,0.006984127,0,0.006984127,HCs
gata3,0.07826087,0.101587302,0.155737705,0.155737705,Macula.SCs
BX649518.1,0,0,0,0,Crista.SCs
si:ch211-162i8.7,0,0,0,0,Crista.SCs
si:dkey-202b22.6,0.008695652,0.026666667,0,0.026666667,HCs
si:dkey-256i11.3,0,0.000634921,0,0.000634921,HCs
tspan12,0.147826087,0.062222222,0.049180328,0.147826087,Crista.SCs
si:dkey-256i11.6,0,0.000634921,0,0.000634921,HCs
prickle1b,0.008695652,0.003174603,0.024590164,0.024590164,Macula.SCs
zdhhc17,0.017391304,0.043174603,0.06557377,0.06557377,Macula.SCs
si:dkey-256i11.2,0,0,0,0,Crista.SCs
ube2h,0.156521739,0.279365079,0.18852459,0.279365079,HCs
podxl,0.008695652,0.001269841,0,0.008695652,Crista.SCs
CT573048.1,0,0,0,0,Crista.SCs
metap2a,0.017391304,0.007619048,0,0.017391304,Crista.SCs
BX649399.1,0,0,0,0,Crista.SCs
crybg1b,0.295652174,0.320634921,0.262295082,0.320634921,HCs
taf3,0.156521739,0.235555556,0.221311475,0.235555556,HCs
znf1038,0.008695652,0.004444444,0,0.008695652,Crista.SCs
BX927164.1,0,0,0,0,Crista.SCs
tmpoa,0.017391304,0.017777778,0.032786885,0.032786885,Macula.SCs
si:dkey-26m3.3,0.026086957,0.020952381,0.008196721,0.026086957,Crista.SCs
ing3,0.026086957,0.062857143,0.040983607,0.062857143,HCs
si:dkey-26m3.2,0,0.000634921,0,0.000634921,HCs
si:ch211-215p11.1,0,0.008253968,0,0.008253968,HCs
lmf2b,0.043478261,0.004444444,0.024590164,0.043478261,Crista.SCs
si:ch211-215p11.3,0,0,0,0,Crista.SCs
si:dkey-16p6.1.8,0,0.003174603,0,0.003174603,HCs
si:ch211-207e19.15,0,0,0,0,Crista.SCs
BX465862.2,0,0.001904762,0.008196721,0.008196721,Macula.SCs
si:ch211-207e19.2.1,0,0.003809524,0,0.003809524,HCs
BX465862.3,0,0.007619048,0,0.007619048,HCs
znf1133,0,0.001269841,0,0.001269841,HCs
si:dkey-31n13.4,0.008695652,0.012063492,0,0.012063492,HCs
si:dkey-16p6.1.9,0,0.000634921,0,0.000634921,HCs
b2m,0.365217391,0.345396825,0.385245902,0.385245902,Macula.SCs
znf986,0.008695652,0.007619048,0,0.008695652,Crista.SCs
si:dkey-26m3.1,0,0.000634921,0,0.000634921,HCs
atp5f1c,0.069565217,0.214603175,0.024590164,0.214603175,HCs
rassf8b,0,0.024126984,0.016393443,0.024126984,HCs
CU469420.3,0.017391304,0.023492063,0,0.023492063,HCs
irak3,0.017391304,0.022222222,0.024590164,0.024590164,Macula.SCs
strap,0.017391304,0.017777778,0.016393443,0.017777778,HCs
rint1,0.008695652,0.015238095,0.008196721,0.015238095,HCs
BX649411.2,0.008695652,0.017777778,0,0.017777778,HCs
BX957270.1,0,0.002539683,0,0.002539683,HCs
si:dkey-3p4.7,0.008695652,0.012698413,0,0.012698413,HCs
lta4h,0.008695652,0.007619048,0.016393443,0.016393443,Macula.SCs
CU469420.4,0.026086957,0.017777778,0.008196721,0.026086957,Crista.SCs
znf973,0,0.000634921,0.008196721,0.008196721,Macula.SCs
znf972,0,0.006349206,0.008196721,0.008196721,Macula.SCs
ripply2,0,0,0,0,Crista.SCs
BX649411.1,0,0.002539683,0,0.002539683,HCs
BX649398.1,0,0.001269841,0,0.001269841,HCs
cdkn1ba,0.043478261,0.053968254,0.049180328,0.053968254,HCs
kitlgb,0,0.000634921,0,0.000634921,HCs
csrp2,0.173913043,0.084444444,0.155737705,0.173913043,Crista.SCs
BX899181.1,0,0,0,0,Crista.SCs
nrf1,0.060869565,0.05968254,0.024590164,0.060869565,Crista.SCs
st8sia1,0.008695652,0.002539683,0.008196721,0.008695652,Crista.SCs
BX649350.1,0,0,0,0,Crista.SCs
cped1,0.034782609,0.006984127,0,0.034782609,Crista.SCs
si:ch73-139j3.4,0,0.001269841,0,0.001269841,HCs
si:dkey-234l24.1,0,0,0,0,Crista.SCs
tnni1d,0,0,0,0,Crista.SCs
CDPF1,0.034782609,0.092063492,0.049180328,0.092063492,HCs
si:ch73-134f24.1,0,0.000634921,0,0.000634921,HCs
zgc:174275,0,0.001904762,0,0.001904762,HCs
si:dkey-234l24.7,0,0,0,0,Crista.SCs
si:ch211-237a4.2.1,0.026086957,0.008253968,0.008196721,0.026086957,Crista.SCs
znf1102,0.008695652,0.001269841,0,0.008695652,Crista.SCs
si:dkeyp-86c4.1,0.008695652,0.005714286,0,0.008695652,Crista.SCs
nav3,0.034782609,0.052698413,0.032786885,0.052698413,HCs
si:dkey-106c17.2,0,0,0,0,Crista.SCs
si:dkey-41c6.3,0,0.001269841,0,0.001269841,HCs
b4galnt3a,0,0.000634921,0,0.000634921,HCs
sim1b,0,0,0,0,Crista.SCs
cyb5r3,0.008695652,0.05968254,0.024590164,0.05968254,HCs
CR786571.3,0,0.001904762,0.008196721,0.008196721,Macula.SCs
si:dkey-234l24.8,0,0,0,0,Crista.SCs
CR786571.4,0,0.005714286,0,0.005714286,HCs
lsm8,0.017391304,0.069206349,0.016393443,0.069206349,HCs
AL590150.2,0.086956522,0.058412698,0.049180328,0.086956522,Crista.SCs
znf1100,0,0,0,0,Crista.SCs
hmga2,0.052173913,0.136507937,0.024590164,0.136507937,HCs
itih2,0,0.000634921,0,0.000634921,HCs
vegfab,0.156521739,0.00952381,0.081967213,0.156521739,Crista.SCs
e2f7,0.008695652,0.000634921,0,0.008695652,Crista.SCs
crestin,0.008695652,0,0,0.008695652,Crista.SCs
plxna4,0.173913043,0.794285714,0.368852459,0.794285714,HCs
si:ch211-261d9.1,0,0,0,0,Crista.SCs
kin,0.008695652,0.015873016,0.008196721,0.015873016,HCs
si:ch211-227p7.1,0,0.000634921,0,0.000634921,HCs
pparaa,0.034782609,0.027936508,0.057377049,0.057377049,Macula.SCs
si:dkey-3p4.1,0,0.006349206,0.008196721,0.008196721,Macula.SCs
znf1122,0,0.001904762,0,0.001904762,HCs
iqsec3a,0.008695652,0.017142857,0.008196721,0.017142857,HCs
si:dkey-124l13.1,0,0.001904762,0,0.001904762,HCs
znf1040,0,0.000634921,0,0.000634921,HCs
si:ch211-227p7.5,0,0.000634921,0,0.000634921,HCs
wnt16,0,0,0.008196721,0.008196721,Macula.SCs
syt1a,0.008695652,0.046984127,0.057377049,0.057377049,Macula.SCs
znf1139,0,0,0,0,Crista.SCs
si:dkeyp-33c10.7,0,0.001269841,0,0.001269841,HCs
shank3b,0,0.029206349,0.008196721,0.029206349,HCs
btbd11a,0.017391304,0.126984127,0.06557377,0.126984127,HCs
msrb3,0.104347826,0.246984127,0.131147541,0.246984127,HCs
BX005210.1,0.017391304,0.003809524,0,0.017391304,Crista.SCs
mtpn,0.043478261,0.093968254,0.032786885,0.093968254,HCs
si:ch211-196f19.1,0.017391304,0.004444444,0,0.017391304,Crista.SCs
si:dkey-3p4.8,0,0.000634921,0,0.000634921,HCs
mrps18a,0.034782609,0.043809524,0.049180328,0.049180328,Macula.SCs
si:dkey-269o24.6,0,0.001269841,0,0.001269841,HCs
wnt7ba,0.034782609,0.01015873,0.008196721,0.034782609,Crista.SCs
si:dkey-207l24.2,0,0.000634921,0,0.000634921,HCs
slc6a1l,0,0.011428571,0.008196721,0.011428571,HCs
si:ch211-271g18.1,0.008695652,0.001269841,0.008196721,0.008695652,Crista.SCs
chrm2a,0,0.004444444,0.008196721,0.008196721,Macula.SCs
si:ch211-196h24.2,0.008695652,0.000634921,0,0.008695652,Crista.SCs
si:ch211-117i20.2,0,0.003174603,0.008196721,0.008196721,Macula.SCs
atxn10,0.017391304,0.006349206,0.024590164,0.024590164,Macula.SCs
pus7l,0,0.01015873,0.016393443,0.016393443,Macula.SCs
si:ch211-196h24.1,0,0.001269841,0,0.001269841,HCs
si:dkey-28k24.2,0.008695652,0.000634921,0,0.008695652,Crista.SCs
cog5,0.07826087,0.088253968,0.024590164,0.088253968,HCs
si:dkeyp-82b4.2,0,0.005079365,0,0.005079365,HCs
znf1063,0,0.000634921,0,0.000634921,HCs
gpr22a,0.017391304,0.014603175,0,0.017391304,Crista.SCs
znf1051,0,0.000634921,0,0.000634921,HCs
si:dkeyp-82b4.4,0,0,0,0,Crista.SCs
znf1020,0.008695652,0.001269841,0.016393443,0.016393443,Macula.SCs
CR383662.2,0,0,0,0,Crista.SCs
si:dkey-269o24.1,0,0.008253968,0,0.008253968,HCs
stab2,0.008695652,0.003809524,0,0.008695652,Crista.SCs
ptn,0.008695652,0.001904762,0,0.008695652,Crista.SCs
znf999,0,0,0,0,Crista.SCs
pawr,0.252173913,0.211428571,0.336065574,0.336065574,Macula.SCs
creld2,0.017391304,0.017142857,0.016393443,0.017391304,Crista.SCs
rsph9,0,0.029206349,0,0.029206349,HCs
znf1113,0,0.002539683,0.008196721,0.008196721,Macula.SCs
cdnf,0.008695652,0.003809524,0,0.008695652,Crista.SCs
si:ch211-161m3.1,0,0.000634921,0,0.000634921,HCs
si:dkeyp-82b4.6,0,0,0,0,Crista.SCs
znf1064,0.008695652,0.021587302,0,0.021587302,HCs
znf1016,0,0,0,0,Crista.SCs
def6c,0.008695652,0.012063492,0,0.012063492,HCs
ndufa5,0.095652174,0.293333333,0.049180328,0.293333333,HCs
si:ch211-238e22.7,0,0,0,0,Crista.SCs
si:ch211-234c11.2,0,0.003174603,0,0.003174603,HCs
si:ch211-234c11.3,0.017391304,0.003809524,0,0.017391304,Crista.SCs
znf1036,0,0.001269841,0,0.001269841,HCs
si:ch211-238e22.5,0,0.00952381,0,0.00952381,HCs
slc26a4,0,0.001904762,0,0.001904762,HCs
si:ch211-238e22.2,0,0,0,0,Crista.SCs
si:ch211-238e22.4,0.026086957,0.001269841,0,0.026086957,Crista.SCs
znf1146,0,0,0,0,Crista.SCs
CR293532.1,0,0,0,0,Crista.SCs
tmem63a,0.017391304,0.036190476,0,0.036190476,HCs
si:dkey-40n15.1,0,0,0,0,Crista.SCs
ppp1r12a,0.2,0.405714286,0.245901639,0.405714286,HCs
etnk1,0.217391304,0.180952381,0.262295082,0.262295082,Macula.SCs
si:ch211-238e22.8,0.026086957,0.022857143,0.016393443,0.026086957,Crista.SCs
znf1071,0,0,0,0,Crista.SCs
CR293502.1,0,0.004444444,0,0.004444444,HCs
si:ch211-229l10.11,0,0,0,0,Crista.SCs
BX901962.2,0,0.002539683,0,0.002539683,HCs
znf1093,0,0.001269841,0.008196721,0.008196721,Macula.SCs
alg12,0.026086957,0.053968254,0.008196721,0.053968254,HCs
hspa14,0.017391304,0.02031746,0,0.02031746,HCs
si:ch211-42i6.2,0.008695652,0.003809524,0,0.008695652,Crista.SCs
BX511018.2,0,0.003174603,0.008196721,0.008196721,Macula.SCs
elk3,0.052173913,0.131428571,0.081967213,0.131428571,HCs
BX942819.3,0,0.02031746,0,0.02031746,HCs
si:ch211-229l10.4,0,0.000634921,0,0.000634921,HCs
twf1b,0.060869565,0.04952381,0.016393443,0.060869565,Crista.SCs
si:ch211-229l10.9,0,0.000634921,0,0.000634921,HCs
tmem243b,0.026086957,0.027301587,0.016393443,0.027301587,HCs
znf1069,0,0.000634921,0,0.000634921,HCs
si:dkey-122c11.7,0,0.001904762,0,0.001904762,HCs
si:dkey-40j3.3,0,0.000634921,0,0.000634921,HCs
CU468917.1,0.026086957,0.022222222,0.008196721,0.026086957,Crista.SCs
zgc:174703,0.008695652,0,0,0.008695652,Crista.SCs
meig1,0.017391304,0.259047619,0.040983607,0.259047619,HCs
BX510934.2,0,0,0,0,Crista.SCs
dclre1c,0.060869565,0.147936508,0.06557377,0.147936508,HCs
slc38a4,0.069565217,0.12,0.008196721,0.12,HCs
BX901962.3,0,0,0,0,Crista.SCs
CU468915.1,0,0.001904762,0,0.001904762,HCs
cdk17,0.304347826,0.332063492,0.204918033,0.332063492,HCs
znf1092,0,0,0,0,Crista.SCs
slc26a3.2,0,0.001269841,0,0.001269841,HCs
si:ch211-209n20.59,0,0,0,0,Crista.SCs
CR293498.1,0,0,0,0,Crista.SCs
znf994,0,0,0,0,Crista.SCs
si:ch211-209n20.3,0.034782609,0.055873016,0.024590164,0.055873016,HCs
lemd3,0,0.046984127,0.049180328,0.049180328,Macula.SCs
sox5,0.408695652,0.119365079,0.204918033,0.408695652,Crista.SCs
si:dkey-5i16.5,0,0.006349206,0,0.006349206,HCs
cry1a,0.130434783,0.306031746,0.131147541,0.306031746,HCs
dus4l,0,0.01015873,0,0.01015873,HCs
CR383662.8,0,0,0,0,Crista.SCs
CR383662.3,0,0.003809524,0,0.003809524,HCs
CR383662.6,0.008695652,0.021587302,0.016393443,0.021587302,HCs
CR383662.7,0,0,0,0,Crista.SCs
zbed4,0.060869565,0.10031746,0.040983607,0.10031746,HCs
brd1a,0.052173913,0.078095238,0.073770492,0.078095238,HCs
si:dkey-159n16.2,0,0.042539683,0.016393443,0.042539683,HCs
itih5,0,0.003809524,0,0.003809524,HCs
bcap29,0.026086957,0.069206349,0.024590164,0.069206349,HCs
tafa5a,0.086956522,0.005714286,0.196721311,0.196721311,Macula.SCs
strip2,0.017391304,0.017142857,0.016393443,0.017391304,Crista.SCs
si:ch211-209n20.1,0,0.000634921,0,0.000634921,HCs
pimr168.2,0,0,0.008196721,0.008196721,Macula.SCs
wif1,0,0.003174603,0,0.003174603,HCs
BX324212.1,0,0,0,0,Crista.SCs
si:ch1073-67j19.1,0,0,0,0,Crista.SCs
pou3f2a,0,0,0,0,Crista.SCs
si:dkey-59l11.7,0,0,0,0,Crista.SCs
si:ch1073-67j19.2,0,0,0,0,Crista.SCs
phyh,0.026086957,0.058412698,0.040983607,0.058412698,HCs
faxca,0.008695652,0.014603175,0,0.014603175,HCs
ccnc,0.043478261,0.075555556,0.016393443,0.075555556,HCs
si:dkey-172o10.8,0,0.006984127,0,0.006984127,HCs
nell2b,0.104347826,0.120634921,0.008196721,0.120634921,HCs
slc26a3.1,0,0.000634921,0,0.000634921,HCs
AL929171.1,0,0.000634921,0,0.000634921,HCs
tmem110l,0.008695652,0.024126984,0.040983607,0.040983607,Macula.SCs
casc1,0,0.035555556,0.008196721,0.035555556,HCs
si:ch211-197e7.3,0,0,0,0,Crista.SCs
chchd3a,0.130434783,0.257777778,0.081967213,0.257777778,HCs
si:dkey-59l11.10,0,0.000634921,0,0.000634921,HCs
BX927318.1,0,0,0,0,Crista.SCs
il17ra2,0,0,0,0,Crista.SCs
il17ra1b,0,0,0,0,Crista.SCs
ucmaa,0.008695652,0.010793651,0.016393443,0.016393443,Macula.SCs
si:dkey-159n16.4,0,0,0,0,Crista.SCs
rps16,0.347826087,0.443809524,0.401639344,0.443809524,HCs
mcm10,0.017391304,0.000634921,0,0.017391304,Crista.SCs
ppfibp1a,0.069565217,0.005079365,0.016393443,0.069565217,Crista.SCs
tbc1d22a,0.234782609,0.382222222,0.237704918,0.382222222,HCs
slc38a2,0.2,0.294603175,0.270491803,0.294603175,HCs
exoc4,0.165217391,0.243809524,0.139344262,0.243809524,HCs
CR383662.1,0.052173913,0.065396825,0.024590164,0.065396825,HCs
CR383662.4,0,0.001904762,0,0.001904762,HCs
znf974,0,0.006349206,0,0.006349206,HCs
znf1057,0.017391304,0.006984127,0,0.017391304,Crista.SCs
BX324181.1,0,0,0,0,Crista.SCs
FP236354.1,0,0.000634921,0,0.000634921,HCs
znf997,0,0,0,0,Crista.SCs
si:dkey-66k12.3,0,0,0,0,Crista.SCs
BX569790.2,0,0,0,0,Crista.SCs
BX569790.1,0.069565217,0.032380952,0.016393443,0.069565217,Crista.SCs
BX465205.3,0,0,0,0,Crista.SCs
BX465205.2,0,0,0,0,Crista.SCs
cerk,0.139130435,0.163809524,0.114754098,0.163809524,HCs
BX465205.1,0,0,0,0,Crista.SCs
slco1c1,0,0.022222222,0,0.022222222,HCs
myf6,0,0.001904762,0,0.001904762,HCs
